,suggestions,ud,word
3289,"['look', 'looks', 'logoro', 'lotoso', 'loop', 'loro', 'globoso', 'ilofono']",False,loook
3290,"['metà', 'm', 'mate', 'meta', 'mete', 'metz', 'mite', 'miti']",False,mt
3291,"['dock', 'teck', 'docks', 'deco', 'peck', 'de', 'dc', 'deca']",False,deck
3292,"['fitness', 'fittane', 'fittone', 'fottesse', 'fottessi', 'fitne', 'fitte', 'fittante']",False,fittness
3293,"['commando', 'commandos', 'comanda', 'comandi', 'comando', 'ommando', 'commenda', 'commende']",False,command
3294,"['coperai', 'coperta', 'coperti', 'cioperai', 'colperai', 'comperai', 'cooperai', 'copierai']",False,copertaI
3295,"['Kansa', 'Has', 'kasak', 'Lasa', 'Hals', 'Casa', 'Hans', 'Hans']",False,Khasab
3296,"['obla', 'oblai', 'oblar', 'oblia', 'robiola', 'rombala', 'rabula', 'dobla']",False,robyla
3297,"['Baby', 'Bar', 'Barbe', 'Bar', 'Barba', 'Barbi', 'Barbo', 'Barbie']",False,Barby
3298,"['Kansa', 'Asa', 'Kasak', 'Lasa', 'Alsa', 'Arsa', 'Asia', 'Asma']",False,Kasab
3299,"['Scapocchino', 'Campodolcino', 'Abdichino', 'Capecchino', 'Claudichino', 'Appicchino', 'Scapocchiano', 'Applichino']",False,Capodichino
3300,"['alali', 'olali', 'alagli', 'alarli', 'halibut', 'olagli', 'olarli', 'paribus']",False,l'alibus
3301,"['sto', 'Sto', 'esto', 'isto', 'osto', 'sito', 'ston', 'stop']",False,stò
3302,"['Canada', 'analda', 'canard', 'canala', 'canapa', 'cagnata', 'canards', 'canasta']",False,canada
3303,"['Tener ife-Gran', 'Teneri fe-Gran', 'Teneri', 'Energie', 'Enserie', 'Temperie', 'Tenarie', 'Tenebri']",False,Tenerife-Gran
3304,"['Canarina', 'Anaria', 'Canarie', 'Camara', 'Angaria', 'Cagnara', 'Cantari', 'Panaria']",False,Canaria
3305,"['Skype', 'skylab', 'suk', 'Kyi', 'skyline', 'skylight', 'kayak', 'kylix']",False,sky
3306,"['Danubio', 'danubiana', 'danubiane', 'danubiani', 'danubiano', 'anobio', 'manubrio', 'ambio']",False,danubio
3307,"['prenoter', 'prenoterai', 'prenoterei', 'prenotarla', 'prenotar', 'prenotare', 'prenoteranno', 'prenoteremo']",False,prenoterà
3308,"['sposo', 'sposso', 'sposto', 'poso', 'sposa', 'spose', 'sposi', 'speso']",False,sposò
3309,"['seco colo', 'scovolo', 'scaccolo', 'seccarlo', 'eccalo', 'sericolo', 'ecoico', 'school']",False,secocolo
3310,"['Ukase', 'Kuka', 'Lula', 'Lucrarcisi', 'Lunarcisi', 'Stukas', 'Flua', 'Fluitacisi']",False,Lukàcs
3311,"['baby', 'barbe', 'bar', 'barba', 'barbi', 'barbo', 'Bar', 'barbai']",False,barby
3312,"[""Dall'aere oporto"", ""Dall'aereo porto"", 'Allarmero', 'Dollaro', 'Allarme', 'Alleerebbero', 'Alleeremo', 'Ballarcelo']",False,Dall'aereoporto
3313,"['Mascalzona', 'Ascalona', 'Mappalo', 'Marsalo', 'Napalm', 'Mappaluna', 'Raspalo', 'Mapparlo']",False,Maspalomas
3314,"['inde', 'binde', 'cinde', 'indie', 'linde', 'Ine', 'bionde', 'fionde']",False,index
3315,"['laos', 'last', 'Lasa', 'la', 'as', 'là', 'Klaus', 'blase']",False,las
3316,"['Invalile', 'Finali', 'Fintatile', 'Finaliste', 'Fintali', 'Inalale', 'Affinatile', 'Fiondatile']",False,FINALILe
3317,"['Teneri', 'Tenarie', 'Energie', 'Enserie', 'Temperie', 'Tenerle', 'Tenebri', 'Tenerai']",False,Tenerife
3318,"['croce frecciate', 'ricerchiate', 'commerciate', 'raccerchiate', 'scopereccia', 'boschereccia', 'commerciante', 'commerciaste']",False,crocefrecciate
3319,"['metà', 'meta', 'menta', 'merta', 'mesta', 'metal', 'metta', 'mieta']",False,metá
3320,"['lista', 'liste', 'listi', 'listo', 'liszt', 'lis', 'Lis', 'Lit']",False,list
3321,"['Lunedì', 'Lunedi', 'Lune', 'Lindi', 'Lunai', 'Lunda', 'Lunerai', 'Lunerei']",False,Lunedí
3322,"['Martedì', 'Magredi', 'Marte', 'Narteci', 'Arredi', 'Attedi', 'Martelli', 'Magredo']",False,Martedí
3323,"['Galaad', 'Galanga', 'Galigai', 'Galigaio', 'Gallagli', 'Salvaguardi', 'Calcagnai', 'Gagliardi']",False,Kgalagadi
3324,"['Tabile', 'Tablet', 'Tale', 'Tabe', 'Tabla', 'Stabile', 'Tabulae', 'Abile']",False,Table
3325,"['Boilers', 'Boudoirs', 'Boule', 'Boiler', 'Boutades', 'Bolide', 'Boucle', 'Poules']",False,Boulders
3326,"['teddy', 'traendo', 'trent', 'trem', 'tre', 'brandy', 'ready', 'renda']",False,trendy
3327,"['Josè', 'José', 'Ose', 'Joseph', 'Orse', 'Oste', 'Oser', 'Oses']",False,Josef
3328,"['peluche', 'pelonche', 'pelunche', 'perloche', 'spelonche', 'spelunche', 'feluche', 'eliche']",False,pelouche
3329,"['passosissima', 'passosissime', 'passosissimo', 'passosissimi', 'pescosissima', 'passatissima', 'passosissimamente', 'paziosissima']",False,spassosissima
3330,"['fattibilita', 'fattibili', 'attuabilita', 'fallibilita', 'fattibile', 'battibili', 'agibilita', 'attribuili']",False,fattibilità
3331,"['Manuel', 'manuali', 'anelami', 'anelativi', 'manualistica', 'manutentivi', 'miaulii', 'anemici']",False,manuelmivida
3332,"['po', 'pò', 'Oci', 'Ode', 'Odi', 'Odo', 'Ohi', 'Ola']",False,pó
3333,"['Barcellona Intorno', 'Barcellona', 'Barcellonesi', 'Barcollamento', 'Barcolloni', 'Baccellona', 'Baccelloni', 'Bardelloni']",False,BarcellonaIntorno
3334,"['Marsiglia', 'Marsigliesi', 'Merigliai', 'Merigliatila', 'Merigliatile', 'Merigliatili', 'Merigliatilo', 'Merigliala']",False,MarsigliaIl
3335,"['gridan', 'ridane', 'ridano', 'rida', 'gridane', 'gridano', 'ridando', 'ridanno']",False,rizdan
3336,"['ETÀ', 'LÀ', 'DÀ', 'TA', 'TAC', 'TAI', 'TAL', 'TAM']",False,T.A
3337,"['gulasch', 'gola', 'golasi', 'globula', 'globulasi', 'agola', 'globularsi', 'globulasse']",False,goulash
3338,"['Mammut', 'Mammi', 'Mamma', 'Mamme', 'Mammo', 'Mammando', 'Mammucce', 'Smammi']",False,Mammud
3339,"['As', 'Yasser', 'Ars', 'Asa', 'Asi', 'Ars', 'Asi', 'Has']",False,Yas
3340,"['Buri', 'Burgo', 'BR', 'Bu', 'Bure', 'Burga', 'Buro', 'Burma']",False,Burj
3341,"['Atlanti', 'Atlantismi', 'Atlantismo', 'Atlantista', 'Atlantiste', 'Atlantisti', 'Alantisi', 'Alanti']",False,Atlantis
3342,"['Catenane', 'Catenine', 'Catenone', 'Carenane', 'Catene', 'Catenante', 'Cotenne', 'Carenno']",False,Cayenne
3343,"['pant aloncino', 'pantalon cino', 'pantaloncini', 'pantalonaio', 'pantaloni', 'pantalon', 'pantalonai', 'pantalone']",False,pantaloncino
3344,"['Astore', 'Storce', 'Storge', 'Storie', 'Storse', 'Storte', 'Sore', 'Storo']",False,Store
3345,"['GUM', 'G', 'GAMA', 'GAME', 'GAMI', 'GAMO', 'GEMA', 'GEME']",False,GM
3346,"['Manitu', 'Maniato', 'Manio', 'manto', 'Monito', 'Mangiato', 'Smaniato', 'Smaniato']",False,Manitou
3347,"['Onerando', 'Ponderando', 'Fonderla', 'Ondarla', 'Ondulando', 'Onderanno', 'Dondolando', 'Esonerando']",False,Wonderland
3348,"['Cab', 'Cra', 'Cab', 'Cra', 'Rabi', 'Cura', 'Acra', 'Cabs']",False,Crab
3349,"['Mira bello', 'Mirabella', 'Morbello', 'Miratelo', 'Miracelo', 'Miramelo', 'Maranello', 'Migratelo']",False,Mirabello
3350,"['Frappe', 'Frappa', 'Grappe', 'Rapper', 'Frappor', 'Trappe', 'Rape', 'Rappa']",False,Frappé
3351,"['Placa', 'Placai', 'Placar', 'Placca', 'Paca', 'Placo', 'Placaci', 'Placala']",False,Plaça
3352,"[""all'info point"", 'alligno', 'ballino', 'fallino', 'gallino', 'mallino', 'pallino', 'tallino']",False,all'infopoint
3353,"['Bouquet', 'Sequestr', 'Suu', 'Dunque', 'Suq', 'Sequestra', 'Sequestri', 'Sequestro']",False,Suquet
3354,"['Cosette', 'Rosette', 'Rossette', 'Crostate', 'Crescette', 'Noisette', 'Rosete', 'Circospette']",False,Croisette
3355,"['Antimagnetiche', 'Esantema', 'Anatematizzerete', 'Sainte', 'Anatema', 'Anatematizzereste', 'Antemarcia', 'Anatematizzerai']",False,Sainte-Marguerite
3356,"['Bone', 'Bionese', 'Bionesi', 'Bonnese', 'Bonnesi', 'Bonea', 'Baone', 'Bonus']",False,Bones
3357,"['Otogena', 'Otogene', 'Otogeni', 'Otogeno', 'Cotogna', 'Cotogne', 'Cotogni', 'Cotogno']",False,Oktogon
3358,"['Roba', 'Probità', 'Proba', 'Romba', 'Tromba', 'Arba', 'Erba', 'Orbachi']",False,RobyAh
3359,"['stra colmi', 'tracolmi', 'tracomi', 'tracolmo', 'ostacolami', 'ostacoli', 'stracollai', 'tracolma']",False,stracolmi
3360,"[""all'Emi rates"", 'alleniate', 'alleiate', 'allentiate', 'alleviatesi', 'allumiate', 'allegrate', 'alleviantesi']",False,all'Emirates
3361,"['Ermisino', 'Erisimo', 'Risina', 'Risine', 'Derisi', 'Eriasi', 'Eriosi', 'Derisione']",False,Eriskin
3362,"['ermisino', 'erisimo', 'cenarcisi', 'cenarmisi', 'cenartisi', 'cenarvisi', 'derisi', 'derisione']",False,enriskin
3363,"['antiquate', 'estinguette', 'antique', 'etichette', 'estinguete', 'estinguettero', 'estrudette', 'intridette']",False,netiquette
3364,"['vimini', 'vincimi', 'vidimi', 'viii', 'vivimi', 'evincimi', 'impiumi', 'infimi']",False,vimimi
3365,"['Graz', 'gr', 'garza', 'garze', 'garzi', 'garzo', 'grazi', 'grazie']",False,grz
3366,"['pi', 'poi', 'Epi', 'api', 'epi', 'opi', 'pai', 'pei']",False,più
3367,"['cagna', 'canda', 'canea', 'canna', 'canoa', 'cansa', 'canta', 'carna']",False,cana
3368,"['torneare', 'tornerei', 'tornerie', 'torner', 'tornare', 'tornerà', 'tornerò', 'stornerei']",False,tornere
3369,"['sciascia', 'sciuscia', 'Scisciano', 'coscia', 'scosci', 'scosciare', 'scosciata', 'scosciate']",False,sciscia
3370,"['Bussini', 'Bussino', 'Lussino', 'Aussina', 'Mussino', 'Osseina', 'Osseine', 'Poussin']",False,Hussein
3371,"['Ali', 'RAI', 'Ali', 'Alpi', 'Agli', 'Lì', 'Alai', 'Albi']",False,Alì
3372,"['Nembo', 'Nerbo', 'Neo', 'Ebo', 'Neo', 'Nembro', 'Ebro', 'Erbo']",False,Nebo
3373,"['ippopotamo', 'ippopotami', 'impolpatami', 'impoppatami', 'ipodotata', 'posposta', 'riproposta', 'impolpata']",False,ippopotama
3374,"['Zara', 'Zaira', 'Arqua', 'Zafra', 'Zar', 'Ara', 'zar', 'Zar']",False,Zarqa
3375,"['Arak', 'Karakul', 'Karaoke', 'Arrak', 'Karma', 'Barak', 'Ara', 'Karakiri']",False,Karak
3376,"['enfia', 'eia', 'kefir', 'elfica', 'defila', 'elfi', 'enfi', 'enfiare']",False,kefia
3377,"['Shoah', 'Sorba', 'Shock', 'Sob', 'Sghemba', 'Sghiobo', 'Sgobba', 'Sbobba']",False,Shobak
3378,"['Alberica', 'Albidona', 'Alberi', 'Albesi', 'Albica', 'Albe', 'Albedo', 'Albi']",False,Al-Beidha
3379,"['A.C.I.', 'Lac', 'Tac', 'Zac', 'ace', 'lac', 'tac', 'zac']",False,a.C
3380,"['Viragine', 'Viragini', 'Virginea', 'Virginee', 'Virginei', 'Virgineo', 'Virginia', 'Virginio']",False,Virgin
3381,"['barbados', 'barbandoselo', 'Barbado', 'barbando', 'barbandolo', 'barbandosi', 'sbarbandosi', 'barandoselo']",False,barbadosforyou
3382,"['Ostiense', 'Ostiensi', 'Ostinasi', 'Distinse', 'Distinsi', 'Istina', 'Estinse', 'Estinsi']",False,Oistins
3383,"['Cerane', 'Cranne', 'Creane', 'Curane', 'Rane', 'Cane', 'Cerante', 'Cerarne']",False,Crane
3384,"['Beatasela', 'Beatesela', 'Beatisela', 'Beatosela', 'Biathleta', 'Batch', 'Barsaba', 'Assembla']",False,Bathsheba
3385,"['Collaterale', 'Combatterle', 'Concatenale', 'Accattarle', 'Accatterai', 'Concatenarle', 'Accattatale', 'Accatterete']",False,Cocattedrale
3386,"['ricreiamo', 'ricredano', 'ricordiamo', 'ricresciamo', 'rincrudiamo', 'recediamo', 'ricardiano', 'ricreiamoci']",False,ricrediamo
3387,"['Galeata', 'Galatea', 'Gallata', 'Alata', 'Gelata', 'Golata', 'Gualcata', 'Aldata']",False,Galata
3388,"['Macho', 'Maona', 'Maone', 'Aho', 'Mah', 'Mao', 'Mho', 'Magona']",False,Mahon
3389,"['patos', 'pathos', 'patios', 'patois', 'patosi', 'pato', 'epatosi', 'pastosa']",False,phatos
3390,"['Si', 'Sia', 'sì', 'Suq', 'Sai', 'Sci', 'Sri', 'Sri']",False,Siq
3391,"['Nor', 'noir', 'Indoor', 'Moore', 'Notori', 'Nora', 'Odor', 'Odor']",False,Noor
3392,"['Amman', 'ammaina', 'ammaini', 'ammaino', 'ammanco', 'ammanna', 'ammanni', 'ammanno']",False,hamman
3393,"['ronz', 'rom', 'Rom', 'ROM', 'on', 'ro']",False,ron
3394,"['cordialita', 'cordiali', 'cordali', 'cardialgia', 'ordalia', 'coordinali', 'corciali', 'cordiale']",False,cordialità
3395,"['Gerusalemme', 'eriagliene', 'Versagliene', 'Bruscagliene', 'Erialmente', 'Eruttagliene', 'Frustagliene', 'Frustagliene']",False,Jerusalemme
3396,"['scovolo', 'spopolo', 'srotolo', 'obolo', 'ovolo', 'solco', 'soldo', 'soleo']",False,soolo
3397,"['LÀ', 'LA', 'DÀ', 'LAB', 'LAC', 'LAI', 'LAM', 'LAN']",False,L.A
3398,"['Vara', 'Darà', 'Varna', 'Darai', 'Darla', 'Daria', 'Avara', 'Varai']",False,Vdara
3399,"['cube', 'ce', 'be', 'cabre', 'cobie', 'cubie', 'ben', 'Ace']",False,cbe
3400,"['baby', 'by', 'bayer', 'bayes', 'bey', 'boy', 'Uba', 'aye']",False,bay
3401,"['communique', 'communiques', 'Dominique', 'comminute', 'conjuncture', 'continue', 'conjunctures', 'fouquet']",False,comunque
3402,"['Odo', 'iodosa', 'Iodose', 'Iodosi', 'Iodoso', 'Nodosa', 'Nodose', 'Nodose']",False,Odos
3403,"['Arong', 'Trong', 'Ronago', 'Ron', 'Grongo', 'Ong', 'Rompi', 'Ring']",False,Rongpuk
3404,"['lolle', 'Lella', 'Lello', 'ielle', 'lulle', 'telle', 'leale', 'delle']",False,lelle
3405,"['Bagatti', 'Cagatati', 'Cagateti', 'Cagatoti', 'Pagatati', 'Pagateti', 'Pagatoti', 'Vagatati']",False,Agatti
3406,"['pecari', 'peccar', 'pescar', 'precar', 'peccare', 'peciari', 'pescara', 'pescare']",False,apecar
3407,"['gestualita', 'gestuali', 'gestalt', 'bestialita', 'oggettualita', 'ensualista', 'gestaltica', 'gestuale']",False,gestualità
3408,"['Bang aram', 'Angariami', 'Angariamo', 'Angaria', 'Angar', 'Angariammo', 'Angariane', 'Angariano']",False,Bangaram
3409,"['autoventilato', 'investigatore', 'inventiate', 'inverniciatore', 'invetriature', 'invetriatole', 'invetriato', 'invetriatone']",False,unventilatore
3410,"['terici', 'torici', 'traici', 'triaci', 'tricia', 'trinci', 'trisci', 'tric']",False,trici
3411,"['paparanzare', 'spaparanzate', 'paparanzarle', 'paparanzarne', 'paparanzar', 'paparanzate', 'spaparanzarsi', 'paparanzale']",False,spapparanzare
3412,"['informali', 'normalità', 'informagli', 'informarli', 'infornali', 'informai', 'normalista', 'normalit']",False,informalità
3413,"['Orseggiando', 'Sorseggiano', 'Corseggiando', 'Sorseggiamo', 'Borseggiando', 'Orseggiano', 'Sorseggino', 'Sorteggiando']",False,Sorseggiando
3414,"['mo', 'Oci', 'Ode', 'Odi', 'Odo', 'Ohi', 'Ola', 'Ole']",False,mò
3415,"['laureiamo', 'laureo', 'Lardirago', 'lare', 'latrero', 'laureto', 'là', 'Tárrega']",False,l'Areòpago
3416,"['Filo pappo', 'Filippo', 'Faloppio', 'Filippino', 'Falloppio', 'Filogaso', 'Viluppo', 'Viluppo']",False,Filopappo
3417,"['allarmero', 'Mallare', 'Pallare', 'allarme', 'ballarcelo', 'ballare', 'ballarmelo', 'ballarono']",False,all'Areopoago
3418,"['comunità', 'comunista', 'cemunita', 'cimunita', 'compunta', 'comunica', 'comunitari', 'comuniste']",False,comunitad
3419,"['Valencia Siamo', 'Valentissimo', 'Valencia', 'Velenissimo', 'Valicassimo', 'Elencassimo', 'Palancassimo', 'Valentiniano']",False,ValenciaSiamo
3420,"['enucleano', 'elevano', 'emulano', 'esulano', 'eleno', 'emuleranno', 'esulcerano', 'esuleranno']",False,euleano
3421,"['tria', 'tuia', 'tura', 'turi', 'uria', 'tiria', 'atureia', 'aturnia']",False,turia
3422,"['acchiappa sogni', 'acchiappacani', 'acchiapparono', 'acchiappasi', 'acchiappatogli', 'acchiapparsene', 'acchiappandogli', 'acchiappatone']",False,acchiappasogni
3423,"['centellinare', 'centellino', 'centellini', 'dentelliate', 'etolinato', 'dentelliamo', 'dentellino', 'cancelliate']",False,centellinato
3424,"['Cocchino', 'Conchini', 'Conchino', 'Cocchi', 'Conchi', 'Crochi', 'Cuochi', 'Corchiano']",False,Cochin
3425,"['bang aram', 'angariami', 'angariamo', 'angaria', 'angar', 'angariammo', 'angariane', 'angariano']",False,bangaram
3426,"['Lacca dive', 'Lacciaie', 'Accadi', 'Accadile', 'Accadine', 'Accaie', 'Laccativela', 'Laccativele']",False,Laccadive
3427,"['gustai', 'gustalo', 'fustaio', 'gustatilo', 'gustativo', 'bustaio', 'guastai', 'gustaci']",False,gustaio
3428,"['adagiatati', 'adagiateti', 'adagiatoti', 'adagiati', 'agiati', 'agnati', 'agrati', 'bagnatati']",False,aAgatti
3429,"['Ebraismi', 'Erbatimi', 'Erratimi', 'Ervatimi', 'Ceratimi', 'Erafini', 'Aeratimi', 'Cercatimi']",False,Keraimikòs
3430,"['lago', 'languor', 'lavora', 'là', 'clangore', 'lager', 'languore', 'largarla']",False,l'Agorà
3431,"['accadica', 'ciclonica', 'ciclopica', 'islandica', 'Accadia', 'ciclidi', 'incaica', 'accadico']",False,cicladica
3432,"['Xenakis', 'Bendai', 'Breaks', 'Bendali', 'Bengali', 'Beai', 'Bendatisi', 'Ibernai']",False,Benakis
3433,"['Negane', 'Egane', 'Negante', 'Negarne', 'Egante', 'Egarne', 'Legane', 'Magagne']",False,Megane
3434,"['Comunica', 'Comunità', 'Comunicanda', 'Comunicande', 'Comunicandi', 'Comunicando', 'Comuni', 'Comunista']",False,Comunidad
3435,"['depilando', 'depilandoci', 'depilandola', 'depilandole', 'depilandoli', 'depilandolo', 'depilandomi', 'depilandone']",False,l'Explanade
3436,"['Piropi', 'Pigrii', 'Piriti', 'Piri', 'Pirici', 'Peripli', 'Pigriti', 'Piritai']",False,Piripi
3437,"['Comunità', 'Comunista', 'Cemunita', 'Cimunita', 'Comunica', 'Comunitari', 'Compunta', 'Comunicanda']",False,Comunitad
3438,"['muco', 'muchi', 'mucchio', 'muschio', 'macho', 'munch', 'musco', 'mucche']",False,mucho
3439,"['Elda', 'Zelda', 'eluda', 'eludano', 'geldra', 'deluda', 'deludano', 'elida']",False,elydany
3440,"['Acchiappa sogni', 'Acchiappacani', 'Acchiappatogli', 'Acchiapparono', 'Acchiappasi', 'Acchiappandogli', 'Acchiapparsene', 'Acchiappatone']",False,Acchiappasogni
3441,"['festa', 'iesta', 'fideista', 'finestra', 'ofista', 'siesta', 'foresta', 'Fiastra']",False,fiesta
3442,"['Lamborghini', 'Colagoghi', 'Collaboragli', 'Elaboragli', 'Cambogia', 'Eaborgio', 'Labor', 'Collaborai']",False,Claborghi
3443,"['aggio', 'faggio', 'viaggino', 'aggino', 'aggiro', 'gaggio']",False,vaggio
3444,"['Dayton', 'Dalton', 'Dato', 'Datone', 'Datogli', 'Arong', 'Aston', 'Edato']",False,Datong
3445,"['Pingano', 'Pinga', 'Piangano', 'Spingano', 'Pianga', 'Pigalo', 'Pigano', 'Pigato']",False,Pingyao
3446,"['Cendi', 'Cohen', 'Cenda', 'Cende', 'Cendo', 'Echeandia', 'Scendi', 'Cenge']",False,Chengdu
3447,"['Living', 'Lifting', 'Listing', 'Slicing', 'Ligia', 'Liman', 'Libia', 'Lilia']",False,Lijiang
3448,"['Sagri', 'Sagrina', 'Sangria', 'Shanghai', 'Esagerala', 'Hangar', 'Sagari', 'Shanghai']",False,Shangri-la
3449,"['Dumping', 'Union', 'Inning', 'Lunami', 'Unigli', 'Unni', 'Uonami', 'Innings']",False,Kunming
3450,"['Vangsue', 'Yang', 'Tanghino', 'Angusto', 'Transumo', 'Unghiuto', 'Vanghino', 'Tansu']",False,Yangshuo
3451,"['SARÀ', 'ALABAMA', 'ATACAMA', 'LÀ', 'ALABAMA', 'ALATALA', 'AMATALA', 'ANATALA']",False,AAAAA
3452,"['Yogurt', 'Geo', 'yen', 'Bengue', 'Bengui', 'Yang', 'Yoghurt', 'Yoghurt']",False,Gyeongju
3453,"['breve giorno', 'braveggiano', 'braveggiarne', 'prevengono', 'braveggiando', 'bevigione', 'bevigioni', 'braveggio']",False,brevegiorno
3454,"['templo', 'tempie', 'templi', 'temper', 'tampale', 'tempre', 'temile', 'tepe']",False,temple
3455,"[""all'He in-sa"", ""all'Hei n-sa"", 'alchimista', 'allaghi', 'allaghino', 'alleghi', 'alleghino', 'allieti']",False,all'Hein-sa
3456,"['Gerogogia', 'Gerontologi', 'Gemonio', 'Depongo', 'Geronto', 'Geofago', 'Geologo', 'Gerontologa']",False,Gyeongbokgung
3457,"['Oranghi', 'Porangi', 'Boragine', 'Boragini', 'Incoraggino', 'Ancoraggi', 'Frangine', 'Frangino']",False,Noryangjin
3458,"['Annam', 'Ganga', 'Angina', 'Gianna', 'Anna', 'Gramigna', 'Anna', 'Fangami']",False,Gangnam
3459,"['volo Volo', 'volvilo', 'velivolo', 'evolvilo', 'volverlo', 'volarvelo', 'volatolo', 'volervelo']",False,voloVolo
3460,"['bianchano', 'bancane', 'bancano', 'biancha', 'banca', 'banche', 'banchiamo', 'bancando']",False,banchan
3461,"['help', 'elfi', 'epulide', 'epulidi', 'epulone', 'epuloni', 'epifillo', 'elfo']",False,helpful
3462,"['Insomma', 'Ingomma', 'Ingommai', 'Ingommar', 'Ingommaci', 'Ingommala', 'Ingommale', 'Ingommali']",False,Inosmma
3463,"['Mene', 'Mens', 'Enese', 'Enesi', 'Melanges', 'Amene', 'Imene', 'Mence']",False,Meknes
3464,"['Pechino', 'pecchiandola', 'Pecchino', 'Pechinologa', 'Pechinologi', 'Pechinologo', 'Peschicola', 'Peschicola']",False,PechinoLa
3465,"['Bhutan', 'Uon', 'Muting', 'Outing', 'Rhyton', 'Uonagli', 'Ustionagli', 'Hudson']",False,Hutong
3466,"['Qui', 'Duiz', 'Quei', 'Duci', 'Duri', 'Quai', 'Quia', 'Quia']",False,DQui
3467,"['Autosnodato', 'Dialogato', 'Dialogatogli', 'Dialogatone', 'Abbondato', 'Abbondatogli', 'Abbondatone', 'Affondato']",False,DatongDatong
3468,"['Dayton', 'dalton', 'dato', 'datone', 'datogli', 'arong', 'aston', 'edato']",False,datong
3469,"['Pingano', 'Piangano', 'Pinga', 'Spingano', 'Ingavonerai', 'Ingavonerei', 'Ingropperai', 'Ingropperei']",False,PingyaoPer
3470,"['purché', 'parche', 'perché', 'porche', 'turche', 'uriche', 'ippuriche', 'piriche']",False,purchè
3471,"['viaggiatore', 'viaggiatori', 'viaggiatotela', 'piaggiatore', 'viaggiato', 'viaggiatocela', 'viaggiatole', 'viaggiatomela']",False,viaggiatorexpassione
3472,"['Kin', 'km', 'King', 'kino', 'Koin', 'Kai', 'Kai', 'Kai']",False,Kim
3473,"['alfana', 'alama', 'affama', 'salama', 'alfa', 'alfane', 'malfamata', 'malfamate']",False,alfama
3474,"['piroghe', 'piogge', 'pitocche', 'pieghe', 'portoghese', 'portoghesi', 'piaghe', 'pitone']",False,pitoghe
3475,"['stradali', 'Sadali', 'estradali', 'istradali', 'statali', 'sandali', 'tardali', 'tradali']",False,stadali
3476,"['Fesa', 'Fese', 'Fesi', 'Feso', 'Es', 'FS', 'Fe', 'Feste']",False,Fes
3477,"['Baba', 'Baby', 'Balbo', 'Babau', 'Babbi', 'Babbo', 'Balba', 'Balbe']",False,Bab
3478,"['Modula', 'Morula', 'Mola', 'Moly', 'Mula', 'Notula', 'Ovula', 'Emola']",False,Moulay
3479,"['Sale', 'Sal', 'Osale', 'Sable', 'Salde', 'Salem', 'Saler', 'Sales']",False,Salè
3480,"['era', 'per', 'Ber', 'Der', 'Fer', 'Per', 'Ser', 'Ver']",False,er
3481,"['Camo', 'Camu', 'can', 'Can', 'ca', 'cm', 'campo', 'cadmi']",False,cam
3482,"['parler', 'parlerà', 'palermo', 'parergo', 'parerlo', 'spalero']",False,parlero
3483,"['Samara', 'Samaria', 'Samar', 'Amara', 'Samarate', 'Samare', 'Scansarla', 'Somara']",False,Samsara
3484,"['pingano', 'pinga', 'piangano', 'spingano', 'pianga', 'pigalo', 'pigano', 'pigato']",False,pingyao
3485,"['stazione', 'stazioni', 'stazionino', 'tazionino', 'stazionali', 'stazionano', 'stazionari', 'stazionati']",False,stazionein
3486,"['trippavi', 'tripparvi', 'tripparvisi', 'trippatitelo', 'riapprodavi', 'rimpoveritati', 'trappolavi', 'trippatisela']",False,trippoavvistatore
3487,"['Xian', 'Ciane', 'Ilane', 'Xilano', 'Diane', 'Ian', 'Xiamen', 'Cioè']",False,XianEd
3488,"['tanchissimi', 'tanchissimo', 'tanchissima', 'tanchissime', 'sancissimo', 'tancatissimi', 'sancissi', 'santissimi']",False,stanchissimi
3489,"['Cendesse', 'Cendeste', 'Vendeuse', 'Vendeuses', 'Scendesse', 'Scendeste', 'Bengue', 'Chanteuse']",False,ChengduSe
3490,"['chiane', 'cane', 'chance', 'chiame', 'cagne', 'canea', 'canee', 'cangi']",False,change
3491,"['Triana', 'Trapianta', 'Troiana', 'Ricanta', 'Treppicano', 'Ricama', 'Tiriana', 'Tropica']",False,Trpicana
3492,"['Hass', 'Passan', 'Gassane', 'Gassano', 'Bassano', 'Cassane', 'Cassano', 'Gassa']",False,Hassan
3493,"['Cella', 'Chela', 'Fellah', 'Ceglila', 'Cela', 'Achilla', 'Celle', 'Cellara']",False,Chellah
3494,"['Casbah', 'Kansa', 'Casba', 'Kasak', 'Abache', 'Abachi', 'Asa', 'Abbachi']",False,Kasbah
3495,"['Deh', 'Doha', 'H', 'D', 'Ha', 'Ho', 'CD', 'He']",False,Dh
3496,"['Rabula', 'Rabule', 'Radula', 'Radule', 'Ramuli', 'Ramulo', 'Aula', 'Aule']",False,Raul
3497,"['Laila', 'Lalia', 'Olala', 'Lola', 'Blabla', 'Olarla', 'Olcala', 'Oliala']",False,Lala
3498,"['ballala', 'fallala', 'gallala', 'mallala', 'pallala', 'tallala', 'alcaldi', 'allagatine']",False,all'Aladdin
3499,"['CM', 'CT', 'TAM', 'TMC', 'TOM', 'CITAMI', 'CMI', 'CML']",False,CTM
3500,"['Salonicco', 'solfonico', 'alnico', 'malonico', 'saloni', 'daltonico', 'esatonico', 'selenico']",False,salonicco
